Unnamed: 0,Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
42633,17,12,Female,White,3,SomeCollege,Public,City,66.4815775047778,53.36378807866348,51.287466786823344,2.273746772226972,0.8361141292615871,0.5071604316094411,1,0,1,0,0,2,1
137074,16,11,Male,White,1,SomeCollege,Public,Rural,71.90305061971243,75.3257799565774,76.63069125699066,3.1714387420988173,0.8707343458023139,0.6542093460919917,1,0,0,1,0,4,1
123401,17,12,Female,White,4,Bachelors+,Public,Suburban,66.02290966492137,70.62076562345274,59.09841227349323,2.2015145000766325,0.8650039171189562,1.0258667573434672,1,1,0,1,0,2,3
65981,17,12,Female,White,1,HS,Public,Rural,66.85813617213861,65.05060119462354,73.1730253935977,3.027864392538849,0.8919470607241583,0.863405777852504,1,1,0,0,0,2,3
153505,18,12,Female,Hispanic,4,Bachelors+,Public,Suburban,84.09480764705928,79.49334083639036,81.6086570970109,3.1431990648146537,0.9645903861457462,1.2345610472393058,1,1,0,0,0,2,3
238735,14,9,Male,Other,3,HS,Private,City,82.85231812666538,91.28634258974056,85.63682738657289,3.010011461659468,0.9639813590635944,1.5169389949486345,1,1,0,0,0,3,1
24933,16,11,Female,White,3,HS,Public,Suburban,81.57584203385144,80.71131594868379,72.49639699566522,2.7845843010615217,0.8977867996323237,0.8068216213605733,1,1,0,0,0,1,1
175447,17,12,Male,Hispanic,3,Bachelors+,Public,Suburban,72.55285704908114,78.8049379932069,74.27949189417407,3.1830303106407656,0.8996157051871961,1.1038715580260972,1,0,0,0,0,3,4
116646,15,10,Female,Hispanic,2,SomeCollege,Public,Town,77.10345563048567,68.83365416507857,76.23416357029686,3.1740441084537228,0.915630064243073,0.9914859397739902,1,0,0,1,0,3,3
228941,15,10,Female,Hispanic,1,<HS,Public,Suburban,83.69535846321983,89.34653918423135,78.95273059138118,3.409182394185068,0.9674241393904296,1.0309941823048483,1,0,0,0,0,3,1
194116,15,10,Female,White,4,HS,Private,Town,85.19727035434244,99.83244948946728,72.91573114837409,3.8527707132847375,0.9779519815932056,1.3693254548736218,1,1,0,1,0,3,2
57257,16,11,Male,Hispanic,2,<HS,Public,Town,72.64009805891688,73.38892543552961,70.5633977389299,2.900806227301919,0.8945127572551897,0.6082078538916932,1,1,1,0,0,4,3
156830,18,12,Female,White,2,HS,Public,City,80.75179010226812,84.36571130984937,75.95362688907734,4.0,0.8981145482977813,1.3432835113858723,0,0,1,0,0,1,3
91171,15,10,Male,White,3,Bachelors+,Public,Suburban,64.24481142992796,71.23071695763763,69.97672600447473,2.9549941532087294,0.8775323037162911,0.6167769727104732,1,0,0,0,1,3,4
10222,15,10,Female,White,4,Bachelors+,Private,City,72.64710115435079,66.35796886542998,74.6927791757672,2.2951386277307044,0.8994484581463703,0.9341725402767166,1,1,0,0,0,2,1
207272,15,10,Male,Hispanic,2,HS,Public,City,82.23456348719442,76.84867552693089,92.18309649154936,3.5753668247619808,0.9535029945714888,0.7886541501316815,1,0,0,0,0,1,3
127206,18,12,Female,Hispanic,4,SomeCollege,Private,Suburban,71.790261280738,71.906162366234,78.22532857275678,2.9922925549369,0.9299979840354968,1.5790392809461085,1,0,1,1,0,3,1
177978,14,9,Female,Two-or-more,3,HS,Public,Suburban,65.48821921936863,68.93073375480685,65.4375026599129,2.7620981634575026,0.8543657234067698,0.9491750562301862,1,0,0,0,1,4,3
145464,16,11,Male,Hispanic,3,HS,Public,City,84.54038849330499,75.85589613631312,76.02744698565509,2.7631690259595656,0.9060655909190796,1.4045972087900598,0,1,0,0,0,3,1
105167,14,9,Male,Black,4,Bachelors+,Public,Suburban,91.03849123415026,81.09289359660158,79.33784945059507,3.0966642192962293,0.946849736107324,1.4212992371835742,1,0,0,0,0,2,1
192053,14,9,Male,White,1,Bachelors+,Public,City,70.10521399847764,71.43017608108705,73.50426185756355,3.2778302853877963,0.8861922744417422,0.7124455732579191,0,0,0,1,0,3,4
47180,18,12,Male,Black,3,Bachelors+,Public,Rural,78.4078571223285,67.28730031548483,75.18779076087687,3.0053540588355814,0.8851197545166569,0.815766392808285,1,0,0,0,1,3,2
123680,14,9,Female,White,4,Bachelors+,Private,City,81.27981789661466,73.4633854984189,85.5812381574629,3.0480398310075723,0.9359853894747406,0.5744525506486442,1,1,0,1,0,3,1
142150,14,9,Male,Black,4,SomeCollege,Public,Suburban,56.067499261549706,57.05062394772151,49.47955883490512,1.786380312061368,0.8230016597450529,0.5743629035192304,1,1,1,0,0,3,1
126771,15,10,Female,Hispanic,1,<HS,Public,Rural,75.52928949674488,82.18299030971215,73.51234116850705,3.5740230113778657,0.8926993066720401,0.9917226994561223,1,1,0,0,1,1,2
156711,18,12,Female,Two-or-more,3,Bachelors+,Public,City,65.51043206200634,64.58644221524571,68.05792959371153,2.5751769929748582,0.90142175801504,0.7746942201589292,1,0,0,1,0,2,3
152708,18,12,Male,Hispanic,1,<HS,Public,City,60.623203563271936,59.85932535424135,65.94235793667555,2.770824876788532,0.815667632124768,0.6515633830825878,0,0,0,0,1,1,2
199719,18,12,Female,Hispanic,2,HS,Public,Suburban,56.54947981398361,56.945346074145405,51.1075385472109,2.048509266523437,0.7663387032349436,0.4851153804815888,1,1,0,1,0,3,2
233629,15,10,Female,White,2,SomeCollege,Public,Rural,49.42362816861059,57.41893417106933,64.59587822153087,2.197971075371288,0.8003327376786732,0.5341323385562963,0,1,0,1,1,2,2
66625,16,11,Female,Hispanic,3,SomeCollege,Private,Rural,80.7642296945955,64.95520998845399,69.80083510884889,2.965520011501907,0.8759032693064167,0.6344007802610672,1,1,0,0,0,3,1
37673,18,12,Female,White,3,HS,Public,Suburban,90.4101571654355,81.02465247103642,80.8633550345674,3.06237548318478,0.95139577761401,1.6285036739255865,1,1,0,0,1,2,1
155016,15,10,Female,Hispanic,4,SomeCollege,Public,Rural,60.00260858211625,72.02467366225869,64.33792528990283,2.698224028956556,0.8506881103899785,0.8688556816619435,1,0,0,1,0,2,2
233897,15,10,Male,White,4,Bachelors+,Public,Suburban,73.99017370016355,83.02262232054649,77.01300238362059,3.2151339126502045,0.9241686395319056,1.1791154236274557,1,1,0,0,0,1,1
155469,16,11,Male,White,3,SomeCollege,Private,Suburban,73.54466000046182,86.12887359902564,81.52066912913881,2.856879430638945,0.9095291874411676,1.3054704461202111,1,1,0,1,1,4,5
96449,17,12,Male,White,2,SomeCollege,Public,City,61.55080141329292,52.808722046036166,59.43231954892554,2.4970265078169014,0.8253208179960159,0.6925546329463332,0,1,0,0,0,2,4
198088,16,11,Male,White,1,<HS,Public,Suburban,63.77419876987727,59.95311971338419,70.53335745449502,2.5160649071888512,0.8283334847247499,0.950536547384558,1,1,0,1,0,1,2
4560,15,10,Male,Hispanic,1,<HS,Public,City,70.87642489152833,78.1319993292619,61.47061238798344,3.133205494273974,0.8818430358020204,0.8039354073597597,1,0,0,0,0,1,2
189042,15,10,Male,Two-or-more,4,<HS,Public,City,58.12296479783096,60.08059330363358,73.21546497719513,3.1204761006441784,0.8558893238707002,0.505446322050781,1,0,0,1,0,5,1
118138,17,12,Male,Hispanic,4,HS,Public,City,67.06177375853541,66.64937856421095,73.71801904865077,2.474311219156907,0.9009062113421528,0.6504083286531203,1,1,0,0,0,3,3
232378,18,12,Male,White,4,SomeCollege,Public,Rural,74.88415242968713,63.73348141902842,66.49750060494867,2.393679112170127,0.8712708662837987,1.316437025932043,1,1,0,1,1,5,1
8558,15,10,Female,White,1,SomeCollege,Public,Suburban,98.76681571471744,100.0,97.246935650651,3.83705491907048,1.0,1.1739755550834798,1,0,1,1,0,4,3
114927,18,12,Male,Hispanic,1,<HS,Private,City,91.24852799794242,89.14799780352118,99.8697805541745,3.980674939095348,1.0,1.1746272999243006,1,0,1,0,0,3,1
38853,18,12,Male,White,2,HS,Public,Suburban,80.88344426179566,84.04658861243705,79.81998828176539,2.799008807238835,0.947820161029025,0.8731599852777491,1,1,0,0,0,3,2
109465,15,10,Male,Hispanic,2,HS,Public,Suburban,77.6922494010745,73.82721320880682,77.30384541032977,2.978029321190245,0.9120142984667154,1.256002449349279,1,1,0,0,0,4,3
31064,14,9,Female,White,2,SomeCollege,Public,City,68.53656127217111,72.33288355124128,64.23502362327338,2.812616207975257,0.87019160057973,0.7741051432579925,1,0,0,0,1,3,2
31742,16,11,Male,Black,4,Bachelors+,Public,Suburban,52.89150215500472,65.08923011084445,76.93470600647275,2.4446403350497534,0.8302613617732983,0.7574110721582081,1,0,1,1,0,4,3
3913,16,11,Female,White,2,SomeCollege,Private,Suburban,68.09179761007788,62.81275496022075,65.86563722997568,2.902920083975032,0.8649265104375048,1.0350958136496666,1,0,0,0,0,1,1
62770,14,9,Male,White,2,SomeCollege,Public,City,57.90287988435229,64.85423465303606,74.16850424992104,2.852471657873085,0.8590395743327692,1.227312287084718,1,1,0,1,1,3,1
209853,18,12,Male,White,1,HS,Public,Suburban,88.50820202449415,83.8713492669506,90.33455724399433,3.2274064905550475,0.9541304013518596,1.2754910668060315,0,0,0,0,0,2,2
223903,15,10,Male,Two-or-more,3,<HS,Private,Suburban,72.07303978351949,71.94938024719656,59.33998349720779,2.731962226329239,0.8545639027551944,1.038226739519254,1,1,0,1,0,3,1
24540,18,12,Male,Hispanic,1,SomeCollege,Public,Town,70.16839994611678,92.2979072428472,81.19052502236165,3.2775976743048094,0.9540993418592688,1.4306817201981368,1,0,0,0,0,4,2
210379,15,10,Male,Hispanic,3,Bachelors+,Public,Town,72.02933276826268,86.09534798816087,74.2360027864951,3.229455640845024,0.9110811332762888,1.1708897818091206,1,1,0,0,0,3,1
235219,15,10,Male,Hispanic,1,<HS,Public,Town,81.55997401670622,67.03535611977422,69.30809059119946,2.994752309634175,0.9282153105496436,0.7431590503408456,1,1,0,0,0,3,2
74103,18,12,Female,Two-or-more,1,<HS,Public,Rural,79.1275045019021,75.42846806670987,79.15996915590738,3.0693693549806085,0.9079916546892742,1.240988855974948,1,0,0,0,0,5,4
152221,15,10,Female,Asian,3,SomeCollege,Private,Town,74.47473076114862,73.69042600478757,83.75457802663533,3.168653768954337,0.890195741471232,0.7522534539345114,1,0,1,1,0,3,2
165975,14,9,Female,Hispanic,4,Bachelors+,Public,Suburban,78.33511935103519,79.95309317467063,71.7046679750789,3.2052697429648984,0.8920930572792474,0.908902133541068,1,0,0,0,0,2,4
169498,17,12,Male,Hispanic,1,HS,Public,Rural,62.16198297938607,63.36871342451668,58.268432371112006,2.4800895959443285,0.858180525180799,1.0084940853606232,0,0,0,0,0,2,2
15424,17,12,Female,Hispanic,2,<HS,Private,Suburban,60.68710787060681,80.79431862900988,69.5484487649458,2.555207002909062,0.8559475674978405,1.26759211811042,1,0,0,1,0,4,1
206230,18,12,Female,White,3,Bachelors+,Public,City,63.52810030883682,68.49521675708073,70.54420133508978,2.5477511008145983,0.8664683373549195,1.2738087467735737,1,1,0,1,0,1,2
212648,18,12,Male,White,4,SomeCollege,Public,Suburban,64.65008015439632,70.70375996398539,69.52260605298663,2.370567480498534,0.857962054028555,0.6679892266101894,1,1,1,1,0,3,1
152266,15,10,Male,White,3,HS,Public,Suburban,73.54456192162844,79.35431040477167,76.90527335027784,3.5325745613645223,0.9228013647104278,1.862348125019232,1,1,0,0,0,3,1
62304,17,12,Male,Hispanic,4,SomeCollege,Public,Suburban,63.2125422511293,73.5103133625889,75.71770256368919,3.363791176277091,0.8695730893332432,0.8581498786038315,1,0,0,0,0,2,2
7992,18,12,Female,White,4,Bachelors+,Public,Suburban,82.62097948182885,85.80564188866813,89.28491674571572,3.220658403116064,0.9617892574822832,0.9550826469592764,1,1,0,1,0,4,1
141461,18,12,Male,Hispanic,2,HS,Public,Suburban,88.25975325747416,78.39284494738037,84.20367286767716,2.7759699709778145,0.942452896221498,1.532792544105109,1,0,1,1,0,2,1
131014,14,9,Male,White,2,HS,Public,City,78.51513449272154,86.86381308513658,66.98300061599288,3.3088068985468864,0.933739003792473,0.4873102036036639,1,0,0,1,1,2,1
239876,16,11,Female,White,1,HS,Public,Town,71.94631697039125,76.74365391635855,91.3983245830538,3.052085163235202,0.9122940938942145,1.502857838032704,1,0,0,0,0,4,1
140257,14,9,Male,White,1,HS,Private,City,53.64815273640154,64.92880791938646,62.8452308670074,2.285224841914516,0.8317964592635638,0.482760364984849,1,0,0,0,0,3,1
53720,17,12,Female,White,4,Bachelors+,Private,Suburban,76.53506672780807,59.77186168815872,61.95587650254061,2.9308221633196507,0.869133391399439,1.1913251582677638,1,1,0,1,0,4,3
181414,14,9,Female,White,1,<HS,Public,Rural,79.40976445999844,73.77303571771684,69.69956795705313,3.305192476078695,0.8724186579736852,1.2892414522385058,1,0,0,0,0,3,3
19393,17,12,Male,Hispanic,2,HS,Public,Rural,78.98226815541857,72.4834099327598,71.51040765752408,2.7484367715861664,0.935410561646596,0.8023790090587392,1,1,0,0,0,2,3
5506,17,12,Male,Hispanic,1,HS,Public,City,64.55783048776689,65.23066229427758,67.5203718449907,2.5930413889404385,0.8740078517309919,0.8424997977005491,1,1,0,0,0,3,2
23459,16,11,Female,Hispanic,4,Bachelors+,Private,City,75.86881706638846,79.08457113214727,70.85922366392293,2.7956936789396414,0.8821869491939855,0.8088515501617953,1,1,0,1,0,2,3
225814,17,12,Female,White,4,HS,Private,City,77.62248262883463,87.68013534559228,77.94258708684801,2.844821847575476,0.9274066334393192,1.9922075081758424,1,0,0,1,0,1,3
23564,15,10,Female,White,3,SomeCollege,Public,Rural,80.71640615012012,77.30998912813055,82.75999082275149,3.5658151858822724,0.9018577662500624,1.13929670326722,1,1,0,1,0,2,3
175386,18,12,Male,White,1,HS,Public,Suburban,65.06582456288882,68.16281924963553,80.30037328087175,3.2702370955274174,0.9167017237147466,1.2369403637347007,0,0,0,0,1,5,1
182009,18,12,Male,White,3,<HS,Public,Suburban,76.59012894182686,76.75635980614088,71.16061381827242,2.743690607879421,0.869270590766802,0.7163554569960491,1,0,0,1,1,3,2
151934,16,11,Female,Two-or-more,4,Bachelors+,Public,Suburban,88.35269771057301,76.27876562126218,79.32206046260404,3.437216491280197,0.9119031876376272,1.0612081283534327,1,0,0,0,0,4,1
16686,15,10,Male,Hispanic,3,<HS,Public,City,78.73446589452693,79.60750320985913,74.49386264169738,2.5242847263054915,0.9166274277172488,1.0508149989650406,1,1,0,0,0,4,2
12577,18,12,Male,White,3,SomeCollege,Public,City,85.92741242886285,85.72955322391623,96.21485061239264,3.2879141241764898,0.9749830833194708,1.3056588277398102,1,0,0,0,0,4,2
37091,18,12,Female,Hispanic,1,<HS,Public,City,76.14563724822919,74.11728397224759,73.7123381605916,2.9220478082893195,0.8947661100171274,1.076534493321524,1,0,0,0,0,1,2
100448,15,10,Female,White,2,Bachelors+,Public,Rural,77.04446573775567,65.95048422215963,71.02369815958254,3.511750919674529,0.8700728289348055,0.6549034490805065,1,1,0,0,0,1,4
68436,16,11,Female,Hispanic,4,HS,Public,Suburban,82.88444707784643,91.0695599663454,82.43630736160092,2.853430991711647,0.9400290716574884,1.1619579899056285,1,1,0,1,0,3,3
1687,18,12,Male,White,3,<HS,Public,Rural,58.90332167649618,70.96649369808124,63.43995816235597,2.5624658537623435,0.8218252928144835,0.0,1,1,0,0,0,1,2
191860,17,12,Male,Other,4,SomeCollege,Private,Rural,80.75108101790087,67.33313988321271,70.60523113699358,2.9766322759730524,0.8851641439589908,1.1236033969604071,1,1,1,1,1,1,2
136636,17,12,Male,Black,4,Bachelors+,Public,Suburban,72.85158820878281,77.46638464975149,76.14302551995269,2.894770665551237,0.8843149135833636,0.8844334150705291,1,0,0,1,1,2,2
169063,15,10,Female,Two-or-more,3,SomeCollege,Public,City,71.86057313285758,77.30444667188331,77.80449218580718,3.403805117645025,0.8814521648698271,1.1441001403737416,1,1,0,1,0,5,2
141721,16,11,Male,White,3,SomeCollege,Private,Suburban,49.16530021147504,64.90319521874419,68.83204732380544,2.361213863953753,0.8379907849611395,0.6344654117590747,1,1,0,0,0,3,1
41847,17,12,Male,Black,2,<HS,Public,City,72.43651667760864,77.9233088761961,71.84696476101954,2.734121915563679,0.8977041067548149,0.7288009568439464,1,1,1,0,0,5,2
47335,16,11,Male,White,2,HS,Public,Suburban,87.36296791099826,77.48673596268347,69.79255911471047,2.7366772598497424,0.9012726318447778,0.6159791651420924,1,0,0,0,0,3,2
62599,16,11,Female,White,3,SomeCollege,Private,City,77.33265283900829,78.86009627115097,85.748999432479,3.037136650601615,0.9290351256230416,1.3031958477418326,1,1,1,1,0,4,1
53130,14,9,Female,Hispanic,2,SomeCollege,Private,Suburban,60.40483497680874,61.65218881070787,73.00959108992797,3.309907977399532,0.8017691921454368,1.234658886022769,1,0,1,1,0,3,2
40827,14,9,Female,Black,2,SomeCollege,Public,Town,55.96522594391485,63.84449473803875,65.36495543916533,2.389337117912884,0.8335810653746983,1.3280374554813998,1,1,0,0,0,4,3
120917,15,10,Female,White,1,HS,Public,Suburban,64.6490291475464,68.57930207910715,67.33292185362198,2.8945204504014086,0.8667123453230141,1.1391251636266866,1,1,0,0,0,3,3
174260,16,11,Female,Hispanic,4,Bachelors+,Private,Rural,79.97411810285143,81.82555894992912,84.02617880257766,3.2688073415623142,0.9276881145574992,1.355635240905388,1,1,0,1,0,4,2
46348,14,9,Female,Hispanic,2,HS,Public,City,72.67910056704943,72.45015679695628,76.57821203954887,3.462719161250509,0.9169452836637004,1.3004913407629426,1,1,0,0,0,3,2
104243,17,12,Female,White,2,<HS,Private,Suburban,67.48518493093361,72.88401099632179,76.56644655004887,2.597270565326087,0.8612089545726787,1.0713134636386517,1,1,0,1,1,3,2
20201,14,9,Male,White,3,Bachelors+,Public,City,73.02177904008195,80.42882082128087,76.43429958474633,2.614110887041231,0.8762281954815259,1.0256909404436472,1,1,0,1,0,3,2
145923,15,10,Male,White,2,HS,Public,City,77.72981712047338,84.24736865662449,78.45759422765705,3.201249490572756,0.911908358373322,1.1647222786504523,1,1,0,1,0,3,2
208250,14,9,Female,Black,2,HS,Public,Suburban,89.3266910250754,97.1339964507441,93.22824174174929,3.725407946941259,0.990194376944237,1.8055255258151632,1,1,0,0,0,1,3
65286,16,11,Female,White,2,SomeCollege,Public,City,50.31727298091951,61.23744714133589,64.50412442889117,2.598272925860827,0.8238589162551817,0.5734349352443333,0,1,0,0,0,3,2
42133,16,11,Female,White,4,Bachelors+,Public,City,93.61930380757724,87.92684602183306,93.76055845904354,3.023025012366426,0.9751396746870624,1.8247481021636685,1,1,0,0,0,3,2
200801,17,12,Female,Asian,2,HS,Public,Rural,90.73265601080465,69.9689743899658,82.27281928991277,3.0249571640470885,0.927992480185646,0.8614515583540187,1,0,0,0,0,3,2
81003,16,11,Male,White,4,Bachelors+,Private,City,79.39756033037162,76.42506892605296,79.1875440387309,2.952420041827849,0.922825894023916,1.143583022010247,1,1,0,0,0,3,2
111903,17,12,Male,White,1,HS,Public,Suburban,86.72982457418273,85.51076958118321,82.80335345000707,3.742294581340066,0.9717925638620803,1.4357546350001442,1,0,0,0,1,3,2
2801,16,11,Female,White,3,HS,Public,Suburban,71.1031442951455,77.51140293231327,85.19518526610277,3.677304305445472,0.926660745992528,1.31782573511881,1,1,0,1,0,2,1
183684,15,10,Female,Hispanic,3,SomeCollege,Public,City,58.49326268756596,67.05494647795258,62.64968898856861,3.0611369443851286,0.8608380161938136,0.5364252407606127,1,0,0,1,0,3,3
141145,16,11,Male,Asian,1,HS,Public,Rural,48.71666206449119,62.73691087619152,56.69907303790387,2.6052235905328853,0.7931172036507115,0.7360222686499226,0,0,0,1,0,4,3
81215,17,12,Male,Hispanic,4,SomeCollege,Public,Rural,78.24442806074111,73.12925125338651,77.00068897691271,2.7735591111715423,0.8944962806290742,0.805972621744296,1,1,0,0,0,2,2
61302,17,12,Female,Hispanic,3,<HS,Private,City,72.27874363031731,78.44578081212694,81.29185140076652,3.374780360416052,0.9295525574780396,0.5952048371502418,1,0,0,0,0,2,1
25010,14,9,Male,White,3,<HS,Public,Rural,78.57098101030617,68.52342273927707,73.938323777326,2.929580675011279,0.9254456477501364,0.8095309189972083,1,0,0,1,0,2,2
166330,14,9,Male,White,2,SomeCollege,Public,Suburban,58.65928733112106,68.79653910439667,59.58777015123048,2.1270218185880765,0.8698349898581778,0.6257794417377412,1,1,0,1,0,1,1
52471,17,12,Female,Hispanic,4,HS,Public,Suburban,56.09350390732799,52.3648544885836,47.20157682653491,1.811901961397031,0.7871513287305621,0.2662885222637213,1,0,0,1,1,3,2
37192,18,12,Female,Black,3,HS,Public,Rural,84.8136162473255,81.70076225437307,89.63979642523817,3.44096108620595,0.9374979507897884,1.4952449949180988,1,1,0,0,1,4,1
222135,17,12,Male,Black,3,<HS,Public,Town,79.58471328608853,86.92281449648067,84.74298609930277,3.6593285270426654,0.972153171911222,1.2300239173687737,1,1,0,0,1,3,2
109586,17,12,Female,White,2,HS,Private,Rural,83.33392710178197,92.34791138032196,96.71979903782363,2.635358489818944,0.9662547470407242,0.7612774864545963,1,0,0,1,0,5,3
233072,17,12,Male,Hispanic,2,<HS,Private,Rural,81.65632662728821,88.47951698905229,94.9327489355782,4.0,0.9617736509000728,1.510948704161838,1,0,0,0,0,2,1
189914,17,12,Female,White,3,SomeCollege,Private,Suburban,84.07085111220586,81.11246963939851,74.54774003711064,2.837670526052792,0.9393863390723296,1.4050158125020316,1,0,0,1,0,2,2
192103,16,11,Male,White,3,HS,Public,Suburban,67.14859910553223,68.786249784114,67.86786015775161,2.3313258827572523,0.9111242486205092,1.0964166512221325,0,0,0,1,0,4,1
44335,15,10,Female,Other,3,HS,Public,City,68.57038052342443,69.33342059331031,67.90305954992739,2.559904540082308,0.8776994908624124,1.4144225265257582,1,0,0,1,1,3,1
70597,17,12,Female,Black,2,<HS,Public,Suburban,76.93825472522472,83.05317825877792,76.03516995193452,3.090564396212001,0.9018234216696565,1.5754011494198337,1,1,0,0,0,3,3
109136,18,12,Male,Hispanic,3,Bachelors+,Public,City,76.81611648706468,69.22889133034529,84.36978208551764,3.5239842676075948,0.8919766515596669,1.3735736324556762,1,0,0,1,0,3,2
163587,15,10,Male,White,1,HS,Public,City,75.4785523772834,92.0307041643488,83.72595167915075,3.610058503321518,0.9417512415597245,1.699742860750617,0,1,0,1,0,4,2
212117,14,9,Male,Black,3,Bachelors+,Public,City,80.26834939453909,61.64255397434121,72.36884071381552,2.660031513907296,0.8522715779242545,0.9988465135503451,1,0,0,1,0,2,1
111851,18,12,Female,Black,2,HS,Public,Suburban,71.86461990254325,69.85145892480531,79.37188654132571,2.609585198616056,0.8881159577817868,1.4672359575223095,1,0,1,0,0,2,1
163374,16,11,Male,Black,2,HS,Public,Suburban,82.8182099177592,86.1287378124472,73.4468709055415,3.596986732919308,0.9449697049825848,0.317852124833385,0,1,1,0,0,2,2
23239,14,9,Male,Hispanic,2,Bachelors+,Public,Suburban,79.72616756666757,75.05069564362714,72.99759246725705,3.1153426372827537,0.880347809101585,0.7655928323172594,0,0,0,0,0,1,3
9901,15,10,Male,White,1,<HS,Public,Suburban,68.32601033136677,66.61910171837704,54.9257235972788,2.3791080040638146,0.8358209770398508,1.4124714452632792,1,1,0,0,0,4,1
37078,18,12,Female,White,1,SomeCollege,Public,City,83.22811027606828,95.10689063881892,79.36396451844368,3.709920177563337,0.9544407186439704,1.4272685692348006,0,0,0,1,0,4,4
80887,18,12,Female,White,3,<HS,Private,Suburban,77.78595279337544,84.98395976657751,78.24180702053924,2.838301585040172,0.9112941394968842,0.8491473273016152,1,0,0,0,0,3,1
217361,17,12,Male,White,2,HS,Public,Town,76.23265723160391,83.5040206375247,81.49858518112785,3.549626897198636,0.9295439744541522,1.044562978562086,1,1,0,0,0,2,1
201831,16,11,Female,Two-or-more,1,HS,Public,Rural,68.7063944144184,72.56808697365452,69.6474588623112,2.128411486898212,0.877190066520039,0.6033067504355568,1,1,0,1,0,4,3
10438,18,12,Female,Black,4,Bachelors+,Public,City,79.47003416102405,72.84486651406685,75.35723911901329,3.262336475354115,0.8936232543953302,0.8785306601883717,1,1,0,1,0,5,2
160233,17,12,Female,White,3,Bachelors+,Public,Suburban,67.17890281941438,61.70314196232198,64.93103897784998,2.7589106081403365,0.8818335543828167,1.1913341950718477,1,1,0,1,0,2,1
81776,17,12,Male,White,4,Bachelors+,Public,Town,77.39699390050681,82.25904176361938,73.53012593406284,3.293611492931287,0.9273019780398528,0.5619491373438203,1,0,1,0,0,4,1
233099,14,9,Female,Asian,4,HS,Public,Suburban,55.14619256418962,49.22281021389547,48.34951838779847,2.331146315713837,0.7877454352844115,0.1829832991913677,1,1,1,1,0,5,1
161044,15,10,Male,White,3,SomeCollege,Public,Town,61.948741004507845,64.66686944945812,60.37113681466551,2.195763583021003,0.8065804834151594,1.257504173967623,1,1,0,1,0,2,2
226498,15,10,Female,Asian,3,SomeCollege,Private,Rural,55.37980472670786,62.23748962397473,53.1736652764283,2.1627786844844445,0.8064827906190953,0.8811214308423532,1,1,0,1,0,2,3
116203,17,12,Female,Two-or-more,2,SomeCollege,Public,Suburban,74.6410000167727,70.30661560876754,79.95185126732025,3.3495164584764057,0.882784318410287,0.7699227025316522,1,1,1,1,0,2,2
25889,16,11,Female,White,1,HS,Public,Suburban,91.74329170722368,79.93436110581024,84.50549170675735,3.507373246517467,0.959146317368748,0.9582044467468652,1,0,0,1,0,3,1
23979,14,9,Female,White,4,SomeCollege,Public,Suburban,84.96318533650872,82.60138217536884,84.92896149511378,3.694243406602632,0.9614144572200252,1.4478059768680005,1,1,0,1,0,2,2
194972,18,12,Female,Hispanic,3,SomeCollege,Public,Suburban,77.32466224498079,94.6801885886883,78.18705917862272,3.321346177348789,0.9427700547670717,1.2514414262848548,1,0,0,0,1,3,3
102745,16,11,Female,White,4,SomeCollege,Private,Suburban,73.72281821986115,69.01081673882707,74.29944667133996,2.3350836311148826,0.8986639743103493,0.945823678318142,1,0,0,1,1,2,1
75472,14,9,Female,White,1,<HS,Public,Town,70.17271282169646,80.18312431214038,65.77152871733074,2.9373104536454897,0.914600868685994,1.4502754119937276,0,1,0,0,0,5,2
102664,17,12,Male,Black,4,Bachelors+,Public,Rural,78.54849947822808,77.41653136131966,76.66714685580287,2.74834063833284,0.9265730759221475,1.139513604767754,1,1,0,1,1,3,1
16561,17,12,Female,White,4,SomeCollege,Private,Suburban,75.50732499722639,63.39222959530075,77.27777968351171,2.483483107791657,0.8779321027261302,0.4362532769273454,1,0,0,1,0,4,1
100114,15,10,Female,Hispanic,2,<HS,Public,Town,71.55057484939891,76.2702211065415,74.36991091486536,2.96418602408578,0.9162862331328522,0.8045971940762017,1,0,0,0,0,2,1
21564,18,12,Male,White,4,Bachelors+,Public,Rural,76.87602202290174,84.7806394976892,89.64078477475563,3.228600564762825,0.9112178276250156,1.6836662966720513,1,1,0,1,0,3,2
928,18,12,Male,White,3,SomeCollege,Public,Rural,84.3540008064138,82.40682851334263,81.09768694380071,3.3713017428219585,0.9326396179205688,1.3294390205165276,1,0,1,1,1,2,2
127988,15,10,Female,Hispanic,4,Bachelors+,Public,City,94.87617041684766,83.52178646931199,85.54608011506326,3.564863925625642,0.9538416285055984,1.0219863079088023,1,1,0,1,1,3,2
106897,16,11,Male,Asian,1,HS,Public,City,57.540548280048895,69.50382205623671,74.86447650646305,2.937112022829263,0.8402572386364819,0.6834699110106945,0,0,0,0,0,4,3
123681,16,11,Male,White,3,SomeCollege,Public,Suburban,68.21470325254577,64.98830422971947,67.66868153904376,2.632955994610113,0.8928920986152005,0.8497059476364281,1,0,0,0,0,3,3
